Id,y
10000.0,-66.00242349023146
10001.0,451.4065044011534
10002.0,-461.67641706029815
10003.0,40.501208753724846
10004.0,-126.74472245403835
10005.0,-342.53455181925244
10006.0,-396.55554211358896
10007.0,335.5412790790875
10008.0,-99.51242087062468
10009.0,304.81253980627594
10010.0,68.89453048978582
10011.0,412.3691954559087
10012.0,54.942371024767986
10013.0,-17.00555075478018
10014.0,-597.8499575722611
10015.0,443.50228878641445
10016.0,144.77448697804283
10017.0,-57.41116367253761
10018.0,134.38782757746347
10019.0,-108.98377598910909
10020.0,153.82482842506758
10021.0,611.735983602203
10022.0,588.3896503384229
10023.0,-131.0167999580198
10024.0,-61.13562114122871
10025.0,-374.248495316972
10026.0,74.15799307965442
10027.0,137.43837873610366
10028.0,420.08661179679075
10029.0,196.76562571344496
10030.0,268.4428498005336
10031.0,638.4749102511099
10032.0,127.37873138691776
10033.0,1.3491187584000148
10034.0,22.710453177406485
10035.0,342.2395345225652
10036.0,307.70396697417175
10037.0,348.1382087009416
10038.0,-168.65286130735421
10039.0,-20.221130904618008
10040.0,-551.7499275731101
10041.0,-429.97180406674164
10042.0,261.89195870674325
10043.0,389.82042612922083
10044.0,-96.165622273566
10045.0,-210.71080125632668
10046.0,278.8818687840128
10047.0,-427.4533010310488
10048.0,-172.9032529175694
10049.0,467.2643783557841
10050.0,-631.5587355874399
10051.0,-355.53165933817723
10052.0,143.17327553860414
10053.0,69.19920259894145
10054.0,275.588273976727
10055.0,-263.18861220410383
10056.0,167.4983072324118
10057.0,104.57789589014148
10058.0,230.0700866100774
10059.0,20.988026644577
10060.0,-4.822581262502459
10061.0,-201.92294081063764
10062.0,560.0639265657709
10063.0,55.28847625244855
10064.0,671.3015746918339
10065.0,-493.7487382852289
10066.0,-279.3530367325918
10067.0,-53.71252761314615
10068.0,379.6981955009764
10069.0,315.07141085798395
10070.0,169.13001732614228
10071.0,-271.59930326901025
10072.0,783.8022226750343
10073.0,44.577311515548345
10074.0,57.40678005457905
10075.0,-161.0782741430685
10076.0,-220.66957847885746
10077.0,223.24129442929146
10078.0,352.66559554375647
10079.0,13.16329136626645
10080.0,-461.99414698573077
10081.0,305.37214669142423
10082.0,-230.59656173860998
10083.0,359.0744432425442
10084.0,-430.26056337592075
10085.0,-115.54882205546429
10086.0,-88.96006387867376
10087.0,-488.2901898080426
10088.0,-139.35033854713623
10089.0,57.338808108526116
10090.0,-190.3362427216646
10091.0,-6.508092914824403
10092.0,189.29107774701802
10093.0,346.60367818565595
10094.0,871.6273206485919
10095.0,-147.01353738653913
10096.0,443.4899377794312
10097.0,-30.498432974438547
10098.0,185.46345753445834
10099.0,-119.91717151732745
10100.0,43.57523800180925
10101.0,58.31857155224361
10102.0,-197.1524682983988
10103.0,-70.4716067884124
10104.0,-342.8460532886669
10105.0,-29.233589873716625
10106.0,49.52292929610395
10107.0,-16.246144137911674
10108.0,33.7750692616076
10109.0,-68.88307748324121
10110.0,25.86339949369589
10111.0,-617.3142842716964
10112.0,-185.90441301194952
10113.0,323.7831061093877
10114.0,-35.66219572212683
10115.0,-733.5297711613845
10116.0,-240.73856264736
10117.0,-381.97314662424907
10118.0,75.3199446216948
10119.0,36.61032645911651
10120.0,-28.75627022502415
10121.0,-481.1606279685903
10122.0,408.8502304229901
10123.0,-765.0217471991639
10124.0,178.0726965163717
10125.0,-7.649879385671516
10126.0,134.79684623375866
10127.0,-477.45851421286943
10128.0,-248.7062530132367
10129.0,-361.884657223864
10130.0,-18.755611748554287
10131.0,7.795604374434154
10132.0,-109.10598972538492
10133.0,-63.07374524219488
10134.0,591.8231837349168
10135.0,259.61263369662964
10136.0,-279.8658320087674
10137.0,93.22535940051856
10138.0,-427.28731541913555
10139.0,84.38656633089852
10140.0,-311.5446306441578
10141.0,11.41926861255995
10142.0,-297.8314684235844
10143.0,-331.92897096864414
10144.0,656.0132305257317
10145.0,-476.6626813650551
10146.0,361.1940451337732
10147.0,-150.1852686119229
10148.0,299.94671902432617
10149.0,-191.72143219270598
10150.0,151.94999511612016
10151.0,-64.67275781576636
10152.0,351.2448616306333
10153.0,-370.63644575627234
10154.0,349.2249817861114
10155.0,273.52460961680157
10156.0,783.1971843196877
10157.0,-124.23788973573876
10158.0,-155.22004432990843
10159.0,-506.95564938641184
10160.0,201.69321238561662
10161.0,-415.1740571596376
10162.0,-348.165105169566
10163.0,-201.95224108681097
10164.0,-658.9504470533375
10165.0,179.3464016817149
10166.0,124.0692581616877
10167.0,-209.15025355201726
10168.0,213.7051347740057
10169.0,-82.11721023808995
10170.0,-97.11026989727178
10171.0,124.26800574647915
10172.0,50.2899156571442
10173.0,538.7439592813372
10174.0,630.0175345543369
10175.0,217.25927782654392
10176.0,-491.733741326709
10177.0,-131.14175113883468
10178.0,362.393022417294
10179.0,-14.363038055408055
10180.0,-30.261757361676757
10181.0,-107.32358076729884
10182.0,-334.06259292967195
10183.0,299.5063996464322
10184.0,-103.47221484505471
10185.0,179.8204994671941
10186.0,122.2007088790073
10187.0,86.58037161690787
10188.0,386.4825605669925
10189.0,-613.3611745045835
10190.0,-269.8163873834614
10191.0,260.73145126228644
